Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
Amana,ALZS5B,ALZS5BA6010A*,central,https://www.amana-hac.com/products/heat-pumps/alzs5b,Page fabricant avec brochure,Série et modèles,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Amana,AZV6SA,AZV6SA1810A*,central,https://www.amana-hac.com/resources/literature-library,Bibliothèque fabricant,Série,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Amana,AZV7SA,AZV7SA2410A*,central,https://www.amana-hac.com/resources/literature-library,Bibliothèque fabricant,Série,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Amana,AZV7SA,AZV7SA3610A*,central,https://www.amana-hac.com/resources/literature-library,Bibliothèque fabricant,Série,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,38 Series,4TXK3818A10NU**,ductless,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,Même référence observée sous deux marques; marque réelle à réconcilier.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
American Standard,GOLD 17,5A6H7024A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/GOLD-17-MS-HP/5A6H7024A1000A.pdf,EnergyGuide fabricant,Série 5A6H7; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,GOLD 17,5A6H7036A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/GOLD-17-MS-HP/5A6H7024A1000A.pdf,EnergyGuide fabricant,Série 5A6H7; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,GOLD 17,5A6H7048A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/GOLD-17-MS-HP/5A6H7024A1000A.pdf,EnergyGuide fabricant,Série 5A6H7; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,GOLD 17,5A6H7060A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/GOLD-17-MS-HP/5A6H7024A1000A.pdf,EnergyGuide fabricant,Série 5A6H7; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,PLATINUM 18,5A6V8X48A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/PLATINUM-18-HP/5A6V8X48A1000A.pdf,EnergyGuide fabricant,Série 5A6V8; exemple 48k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 15,5A6H5024A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/SILVER-15-HP/5A6H5024A1000A.pdf,EnergyGuide fabricant,Série 5A6H5; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 15,5A6H5030A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/SILVER-15-HP/5A6H5024A1000A.pdf,EnergyGuide fabricant,Série 5A6H5; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 15,5A6H5036A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/SILVER-15-HP/5A6H5024A1000A.pdf,EnergyGuide fabricant,Série 5A6H5; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 15,5A6H5042A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/SILVER-15-HP/5A6H5024A1000A.pdf,EnergyGuide fabricant,Série 5A6H5; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 15,5A6H5048A1,central,https://www.americanstandardair.com/assets/energy-guide/heat-pumps/SILVER-15-HP/5A6H5024A1000A.pdf,EnergyGuide fabricant,Série 5A6H5; exemple 24k exact,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6024A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6030A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6036A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6042A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6048A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
American Standard,Silver 16,5A6H6060A1,central,https://www.americanstandardair.com/assets/product-brochures/heat-pumps/TT_10-1113-R-42_AMSD_Heat_Pump-Brochure_SV.pdf,Brochure officielle de gamme,Marque et familles courantes,Moyenne,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,23U Multi,M5THM2318A12NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Multi,M5THM2327A13NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Multi,M5THM2336A14NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Multi,M5THM2342A15NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Series,M5THS2309A11NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Series,M5THS2312A11NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Series,M5THS2318A11NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,23U Series,M5THS2324A11NA*,ductless,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Séries ductless 23,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Ameristar,A5HP5,A5HP5024A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,A5HP5,A5HP5030A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,A5HP5,A5HP5036A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,A5HP5,A5HP5042A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,A5HP5,A5HP5048A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Ameristar,A5HP5,A5HP5060A1,central,https://ameristarhvac.com/professional-resources/,Portail documentaire fabricant,Série A5HP5,Élevée,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
AproDr,ALC Series,ALC24-09H1B,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AproDr,ALC Series,ALC24-12H1B,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AproDr,ALC Series,ALC24-18H1B,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Arcoaire,D5C Series,D5CUHAH18AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CUHAH24AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CUHAH30AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CUHAH36AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CURAH18AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CURAH24AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CURAH30AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Arcoaire,D5C Series,D5CURAH36AAK,central,https://www.arcoaire.com/en/us/products/,Portail fabricant ICP,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Armstrong Air,A7CP21V SERIES,A7CP21V36P-**A,central,https://www.armstrongair.com/,Portail fabricant,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Armstrong Air,A7HP14F SERIES,A7HP14F24P-**A,central,https://www.armstrongair.com/,Portail fabricant,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Armstrong Air,A7HP14F SERIES,A7HP14F30P-**A,central,https://www.armstrongair.com/,Portail fabricant,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Armstrong Air,A7HP14F SERIES,A7HP14F36P-**A,central,https://www.armstrongair.com/,Portail fabricant,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Armstrong Air,A7HP19V SERIES,A7HP19V36P-**A,central,https://www.armstrongair.com/,Portail fabricant,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
